video_id,segment_id,sentence,predicted_label,review_reason
osov-0HY1Lw,5,add the pasta and vegetables to the wet ingredients and stir,Mix,Prediction is not clearly separated enough for normal use.
JWcAs8biQFU,5,chill the dish,Idle,Prediction is not clearly separated enough for normal use.
FXuAeiK2Y5Y,6,distribute the mussels on a baking tray,Bake,Prediction is not clearly separated enough for normal use.
FXuAeiK2Y5Y,9,garnish with some parsley leaves and lemon juice before serve,Plate,Prediction is not clearly separated enough for normal use.
17v08qtr8UM,2,place the bread on the pan,Bake,Margin below manual review threshold.
17v08qtr8UM,4,place the bacon lettuce and tomato on the bread,Prep,Margin below manual review threshold.
jkFDlNHAXsU,1,add all the spices and fry,Season,Moderate-low margin with connector and multiple action groups detected: Cook-Heat|Season
jkFDlNHAXsU,2,add cumin and onion paste and fry till golden,Cook-Heat,Margin below manual review threshold.
g6eV_7U5HX8,2,on a new preheated pan add the flour tortilla and heat on both sides,Cook-Heat,Margin below manual review threshold.
g6eV_7U5HX8,5,roll the burrito up and use sour cream to seal it up,Idle,Margin below manual review threshold.
Zi0Ou5dfsWs,7,add the cooked croutons grated parmesan cheese and salad dressing,Mix,Margin below manual review threshold.
Zi0Ou5dfsWs,9,slice a cooked chicken breast and place on top of the salad,Plate,Margin below manual review threshold.
u8mJfN9TBkY,5,mix some more flour and salt and pepper,Season,Low margin and multiple action groups detected: Mix|Season
nQLUK4aKsg0,5,cook the pan cake with the lid covered,Cook-Heat,Prediction is not clearly separated enough for normal use.
qkluMpILLdQ,0,add the cabbage and water to a pan,Prep,Margin below manual review threshold.
qkluMpILLdQ,3,add the green onions to the pot,Cook-Heat,Margin below manual review threshold.
qkluMpILLdQ,5,mash the ingredients in the pot,Season,Margin below manual review threshold.
2OM9fBeBX-I,0,cut the red pepper into thin strips and dice them,Cut,Moderate-low margin with connector and multiple action groups detected: Cut|Season
ID2ct1TlVuk,4,add rice to the wok,Cook-Heat,Margin below manual review threshold.
ID2ct1TlVuk,5,add sesame oil and soy sauce to the wok and stir,Mix,Margin below manual review threshold.
DrX6L1FU1Ro,1,add chicken prawns ginger garlic chinese rice wine and soy sauce to a bowl and mix,Mix,Margin below manual review threshold.
DrX6L1FU1Ro,8,add the noodles to a bowl and garnish with coriander,Plate,Prediction is not clearly separated enough for normal use.
8QCW0qWbNeI,0,boil some water in a pot and add some salt in it and drop pasta to cook,Season,Moderate-low margin with connector and multiple action groups detected: Cook-Heat|Season
8QCW0qWbNeI,4,whisk those eggs and add parmesan cheese to the eggs season with black pepper,Season,Low margin and multiple action groups detected: Mix|Season
SELBilV64sY,2,pour glaze on the foie gras,Cook-Heat,Margin below manual review threshold.
0hb6NShH9hY,4,place packed seaweed into the jar,Mix,Margin below manual review threshold.
0hb6NShH9hY,6,add raw broccoli and shiitake mushrooms to the noodles,Plate,Margin below manual review threshold.
0hb6NShH9hY,10,take out the wrapped ingredients and add boiling water,Mix,Margin below manual review threshold.
ruKDS_jExs8,3,add some cumin seeds and pepper corns,Season,Margin below manual review threshold.
ruKDS_jExs8,4,add the tadka to rice stir cover the lid,Cook-Heat,Margin below manual review threshold.
NK2tAXi3cT4,4,sprinkle cheese on the dish,Plate,Prediction is not clearly separated enough for normal use.
UHhuaRTF1UY,6,sprinkle green onions on top,Season,Margin below manual review threshold.
0B-59Ok_r1Y,0,cut the potatoes into slices add them to the pot and cook them in water,Prep,Low margin and multiple action groups detected: Cut|Cook-Heat
40UqljqGXXA,0,boil a piece of kombu and a small bowl of bonito flakes in water in a pot,Cook-Heat,Prediction is not clearly separated enough for normal use.
40UqljqGXXA,1,drain liquid out named dashi and add some soup base,Prep,Margin below manual review threshold.
40UqljqGXXA,4,garnish the soup with green onion,Plate,Margin below manual review threshold.
R4ZerUrULLk,1,add cumin seeds and chopped onion,Cut,Margin below manual review threshold.
R4ZerUrULLk,5,add kasoori methi and garram masala,Plate,Margin below manual review threshold.
Xornhv6aDF4,5,add peeled shrimps to the pan,Cook-Heat,Margin below manual review threshold.
Xornhv6aDF4,8,add the rice noodles to the pan and stir them well,Mix,Margin below manual review threshold.
BRqTCiAc7uk,2,garnish the salmon with shiso leaves,Plate,Margin below manual review threshold.
q65WrXiHpoo,1,add a cup of chopped parsley 1tbsp of dijon mustard and 3 large minced garlic cloves to a blender,Cut,Margin below manual review threshold.
aYjy__xnegM,0,pour some korean barbecue sauce into a bowl,Mix,Margin below manual review threshold.
aYjy__xnegM,3,place the beef onto a grill,Cook-Heat,Margin below manual review threshold.
7D4uMKxLDT0,5,spray the chicken with cooking spray and cook the chicken in the oven,Bake,Moderate-low margin with connector and multiple action groups detected: Cook-Heat|Bake
XVqF_2g0psA,0,prepare some ground beef in a large bowl,Plate,Prediction is not clearly separated enough for normal use.
XVqF_2g0psA,5,add black pepper to the bowl,Mix,Margin below manual review threshold.
XudXzmE1E80,0,mix gochujang sesame oil rice vinegar scallions garlic ginger and sesame seeds,Mix,Margin below manual review threshold.
XudXzmE1E80,2,cook the onion carrot and mushrooms a pan with salt and pepper,Season,Moderate-low margin with connector and multiple action groups detected: Cook-Heat|Season
XudXzmE1E80,4,place an egg in the middle of the rice,Prep,Margin below manual review threshold.
XudXzmE1E80,6,add cheese to the rice,Plate,Prediction is not clearly separated enough for normal use.
78dIqPhgnLs,0,heat some oil in the pot and add some cumin seeds chopped onions and salt and cook,Cook-Heat,Low margin and multiple action groups detected: Cook-Heat|Season
WlHWRPyA7_g,0,add flour corn starch salt and water to a bowl and stir,Mix,Moderate-low margin with connector and multiple action groups detected: Mix|Season
WlHWRPyA7_g,2,cook the wrapper,Cook-Heat,Margin below manual review threshold.
WlHWRPyA7_g,6,place the wrapper and filling down and put paste on the edges,Mix,Margin below manual review threshold.
WlHWRPyA7_g,7,fold roll and seal the wrapper,Idle,Margin below manual review threshold.
fOPF3x6c2WI,0,prepare a pair of buns,Mix,Margin below manual review threshold.
fOPF3x6c2WI,3,put some strips of crispy bacon on top,Cook-Heat,Margin below manual review threshold.
fOPF3x6c2WI,4,put some scrambled egg on top,Mix,Margin below manual review threshold.
fOPF3x6c2WI,5,cover the top with the other bun,Idle,Top1 score below manual review threshold.
aotPPzd8T_c,5,add the shrimp to the pan and stir,Mix,Prediction is not clearly separated enough for normal use.
mrHTodOjHOc,3,finely chop some mushroom and crush some garlic and add to the bowl,Cut,Margin below manual review threshold.
mrHTodOjHOc,6,garnish with some seaweed salad on top to serve,Plate,Margin below manual review threshold.
rLBQ2Wglw6Y,8,rub garlic and cilantro on top of the rest of the dough and roll into buns,Mix,Low margin and multiple action groups detected: Season|Idle
Fe4tO5vW9_E,2,melt the butter and add garlic,Cook-Heat,Margin below manual review threshold.
Fe4tO5vW9_E,3,after the garlic has cooked stir in the cream and heat up,Cook-Heat,Low margin and multiple action groups detected: Mix|Cook-Heat
Fe4tO5vW9_E,7,add cream gradually and continue to whisk the potatoes,Mix,Margin below manual review threshold.
uyr2mXqn3Yo,0,juice a lemon,Prep,Margin below manual review threshold.
uyr2mXqn3Yo,1,roast the bell pepper on a stove,Bake,Low margin and multiple action groups detected: Bake|Season
uyr2mXqn3Yo,2,remove the skin and stem from the bell pepper,Season,Low margin and multiple action groups detected: Prep|Season
uyr2mXqn3Yo,3,blend garlic and the bell pepper in a food processor,Season,Low margin and multiple action groups detected: Mix|Season
M0aQH3SpfhU,1,add olive oil and stir thoroughly,Mix,Margin below manual review threshold.
HvQ7M9ibS_8,4,roll the dough out,Mix,Margin below manual review threshold.
HvQ7M9ibS_8,6,add some clarified butter,Mix,Margin below manual review threshold.
SRIffPRdq_M,3,pour in vodka,Idle,Margin below manual review threshold.
SRIffPRdq_M,9,add basil to the sauce,Mix,Margin below manual review threshold.
SRIffPRdq_M,10,add the pasta to the sauce,Plate,Prediction is not clearly separated enough for normal use.
cxijjHcz70Q,1,add mustard seeds and chana dal and cook until seeds crack,Mix,Moderate-low margin with connector and multiple action groups detected: Prep|Cook-Heat
cxijjHcz70Q,4,add tumeric and potatoes,Season,Margin below manual review threshold.
SOMsxGGSTUk,0,place thai noodles in a bowl and pour water on top,Mix,Margin below manual review threshold.
SOMsxGGSTUk,6,pour the sauce over the cooked items and stir until the sauce gets coated on the noodles,Plate,Prediction is not clearly separated enough for normal use.
ETXVbDoMKbQ,0,add chickpeas to a food processor and run,Cook-Heat,Margin below manual review threshold.
ETXVbDoMKbQ,1,add tahiti,Idle,Margin below manual review threshold.
ETXVbDoMKbQ,4,and salt and blend slowly,Mix,Moderate-low margin with connector and multiple action groups detected: Mix|Season
ETXVbDoMKbQ,5,spread the hummus on a plate,Plate,Prediction is not clearly separated enough for normal use.
fEN_fm6kX6k,0,boil water and then add clams,Cook-Heat,Margin below manual review threshold.
2zCltKMSACE,0,chop some parsley leaves and spread them on ground beef,Cut,Prediction is not clearly separated enough for normal use.
2zCltKMSACE,4,add tomatoes salt sugar dry basil and a bay leaf to the pan,Season,Moderate-low margin with connector and multiple action groups detected: Prep|Season
2zCltKMSACE,7,pour the sauce on the spaghetti,Plate,Prediction is not clearly separated enough for normal use.
Pk88LQ7hxbg,0,mix brown sugar soy sauce and mirin,Mix,Margin below manual review threshold.
Pk88LQ7hxbg,9,add soup stock snow peas and an egg,Mix,Margin below manual review threshold.
OiL7GhKwMfw,4,add little thyme and put it in the oven,Bake,Prediction is not clearly separated enough for normal use.
Jtusyjv7GiY,4,close the bun,Idle,Prediction is not clearly separated enough for normal use.
6XBocXgvfTs,1,add the sauce and some raw shrimps to a bag and refrigerate,Idle,Margin below manual review threshold.
uq1uP-b7KxY,3,pour the beaten eggs onto a different pan heat and whisk it continuously for about and minute,Mix,Low margin and multiple action groups detected: Mix|Cook-Heat
HQtOXHghaL0,1,add dried thyme leaves,Season,Margin below manual review threshold.
HQtOXHghaL0,2,combine quick oats milk chopped carrot parsley and green and red pepper,Season,Low margin and multiple action groups detected: Mix|Season
HQtOXHghaL0,3,add some ketchup an egg dijon mustard salt pepper and mix it together,Mix,Moderate-low margin with connector and multiple action groups detected: Mix|Season
a473xRKrDYU,2,flip the wings,Cook-Heat,Margin below manual review threshold.
a473xRKrDYU,3,dip the wings in sauce,Plate,Margin below manual review threshold.
hXkepSgN_zo,2,coat chicken pieces in flour and place on a wire rack,Bake,Margin below manual review threshold.
hXkepSgN_zo,4,drain the fried chicken on a paper towel,Cook-Heat,Margin below manual review threshold.
QepadF9vOdA,1,boil water in a big deep pan add salt to it and dunk spaghetti in it and toss,Prep,Low margin and multiple action groups detected: Mix|Cook-Heat|Season
QepadF9vOdA,3,add ground black pepper to the fried pancetta and stir,Season,Moderate-low margin with connector and multiple action groups detected: Mix|Season
QepadF9vOdA,5,add pasta water to it and stir further in low heat,Mix,Moderate-low margin with connector and multiple action groups detected: Mix|Cook-Heat
CotdlwupDSI,4,pour some sauce,Idle,Margin below manual review threshold.
xOWHUi9fdBs,4,place the slaw on top of the foie gras,Plate,Margin below manual review threshold.
xOWHUi9fdBs,5,add balsamic vinegar papaya compote onion marmalade and the foie gras between two burger buns,Cook-Heat,Margin below manual review threshold.
ipcvgAb5y0U,3,grate carrot into a bowl and add rice vinegar,Cut,Margin below manual review threshold.
O7nS_uu3CZo,3,cook until the foie gras is cooked in the center,Bake,Margin below manual review threshold.
X4GOx3EW3Rw,3,combine gochujang soy sauce white sugar lime juice garlic and black pepper to prepare the marinade,Season,Moderate-low margin with connector and multiple action groups detected: Prep|Mix|Season
X4GOx3EW3Rw,7,add the marinated pork and cook while stirring until the pork cooks through,Idle,Margin below manual review threshold.
X4GOx3EW3Rw,8,to assemble the dish place a layer of lettuce leaves then arrange carrots tomatoes cucumber and a tbsp of sweetcorn,Plate,Prediction is not clearly separated enough for normal use.
X4GOx3EW3Rw,10,finally top the rice with spicy pork bibimbap and serve drizzling little bit of sesame oil on top,Mix,Margin below manual review threshold.
HbXjlFaPzOM,1,soak the potatoes  add some salt and boil it,Prep,Low margin and multiple action groups detected: Cook-Heat|Season
19EkHqTQkZg,7,cut kimchi into pieces and fry in a pan,Cook-Heat,Moderate-low margin with connector and multiple action groups detected: Cut|Cook-Heat
2rJ3KKx0oRk,5,cook the noodles in the broth,Cook-Heat,Margin below manual review threshold.
